,Year,Latitude,Longitude,Date,TOTN,TOTP,TOTK,GWSO,TOTIRRIG,DVS,LAI,RD,WSO,NAVAIL,PAVAIL,KAVAIL,WC,SM,IRRAD,TMIN,TMAX,TEMP,VAP,RAIN,WIND,Days Elapsed,Rewards
3317,1999,50.0,5.0,05/31/1999,0.0,0.0,0.0,33.597122,0.0,1.0581073,0.4150196,120.0,230.73727,0.091,15.684851,0.091,53.8124,0.44843668,17050000.0,14.4,23.31,18.62,18.9637,0.513,1.96,149.0,31.817079984549725
3318,1999,50.0,5.0,06/01/1999,0.0,0.0,0.0,31.81708,0.0,1.0737019,0.4038869,120.0,264.33438,0.091,15.774901,0.091,54.222828,0.45185688,15100000.0,10.98,20.23,15.73,14.409357,0.018,1.82,150.0,36.469469687972065
3319,1999,50.0,5.0,06/02/1999,0.0,0.0,0.0,36.46947,0.0,1.086876,0.393231,120.0,296.15146,0.091,15.865107,0.091,53.96269,0.44968906,18910000.0,10.54,23.27,17.4,16.100521,0.014,1.53,151.0,31.863796661317615
3320,1999,50.0,5.0,06/03/1999,0.0,0.0,0.0,31.863796,0.0,1.1014489,0.38335922,120.0,332.62094,0.091,15.955296,0.091,53.884483,0.44903734,16620000.0,11.98,23.19,17.84,17.307629,0.245,4.1,152.0,37.631980748009504
3321,1999,50.0,5.0,06/04/1999,0.0,0.0,0.0,37.63198,0.0,1.1163902,0.3738961,120.0,364.48474,0.091,16.045683,0.091,54.045536,0.4503795,19080000.0,11.08,19.57,14.71,13.942619,0.68,4.09,153.0,27.507520753538632
3322,1999,50.0,5.0,06/05/1999,0.0,0.0,0.0,27.50752,0.0,1.1287103,0.36482027,120.0,402.11673,0.091,16.136072,0.091,54.407394,0.45339495,13160000.0,10.79,16.05,13.57,13.320348,0.953,5.05,154.0,24.48501606903268
3323,1999,50.0,5.0,06/06/1999,0.0,0.0,0.0,24.485016,0.0,1.1400753,0.35610044,120.0,429.62424,0.091,16.226694,0.091,55.10179,0.45918158,12070000.0,10.32,14.79,12.21,11.890193,1.237,4.67,155.0,33.1703668821314
3324,1999,50.0,5.0,06/07/1999,0.0,0.0,0.0,33.17037,0.0,1.1503015,0.3477127,120.0,454.10925,0.091,16.317411,0.091,56.081947,0.46734956,18330000.0,7.46,14.87,11.39,11.083482,0.463,4.85,156.0,33.12061020546932
3325,1999,50.0,5.0,06/08/1999,0.0,0.0,0.0,33.12061,0.0,1.1598408,0.3396909,120.0,487.27963,0.091,16.408096,0.091,55.867558,0.46556297,17190000.0,6.98,16.72,12.44,11.91421,0.353,3.34,157.0,33.91286597926141
3326,1999,50.0,5.0,06/09/1999,0.0,0.0,0.0,33.912865,0.0,1.1702596,0.33210742,120.0,520.4002,0.091,16.498844,0.091,55.570568,0.46308807,19980000.0,6.55,14.99,11.12,10.374891,0.118,3.02,158.0,36.35012625301316
3327,1999,50.0,5.0,06/10/1999,0.0,0.0,0.0,36.350124,0.0,1.1795728,0.32480207,120.0,554.3131,0.091,16.589653,0.091,55.318,0.46098334,21670000.0,5.19,15.82,11.75,10.568005,0.063,1.8,159.0,35.684311001265584
3328,1999,50.0,5.0,06/11/1999,0.0,0.0,0.0,35.68431,0.0,1.1894138,0.31775653,120.0,590.6632,0.091,16.680511,0.091,55.15163,0.45959693,20360000.0,9.13,17.9,13.65,12.026856,0.065,1.74,160.0,19.884420574213475
3329,1999,50.0,5.0,06/12/1999,0.0,0.0,0.0,19.88442,0.0,1.2008458,0.3109602,120.0,626.34753,0.091,16.77144,0.091,55.04311,0.45869258,10530000.0,7.08,16.02,11.55,11.349421,0.062,2.31,161.0,36.58856937573586
3330,1999,50.0,5.0,06/13/1999,0.0,0.0,0.0,36.58857,0.0,1.2105193,0.30440703,120.0,646.23193,0.091,16.862442,0.091,54.977062,0.45814216,22280000.0,6.48,18.98,13.64,11.574007,0.011,0.88,162.0,26.51540503447394
3331,1999,50.0,5.0,06/14/1999,0.0,0.0,0.0,26.515406,0.0,1.221943,0.29807776,120.0,682.82056,0.091,16.953442,0.091,54.826767,0.45688975,15800000.0,9.58,18.66,14.8,13.355743,0.377,1.55,163.0,32.317790423623954
3332,1999,50.0,5.0,06/15/1999,0.0,0.0,0.0,32.31779,0.0,1.2343384,0.29201287,120.0,709.33594,0.091,17.044441,0.091,55.11592,0.45929933,21200000.0,9.98,21.08,16.12,14.734524,0.265,2.16,164.0,34.155590432351815
